,college,height,name,position,url,weight,3PA,3P%,3P,FGA,FG%,FG,FT%,FTA,FT,G,PTS,labels
3667,"Okaloosa-Walton Community College, University of Alabama at Birmingham",6-6,Donell Taylor,G,/players/t/taylodo01.html,180.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3668,La Salle University,6-0,Fatty Taylor,G,/players/t/taylofa01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3669,University of Texas-Pan American,6-5,Fred Taylor,G-F,/players/t/taylofr01.html,180.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
3670,University of Texas at Austin,6-3,Isaiah Taylor,G,/players/t/taylois01.html,170.0,1.3,0.294,0.4,11.1,0.404,4.5,0.792,5.4,4.3,92.0,13.6,1
3671,Eastern Illinois University,6-3,Jay Taylor,G,/players/t/tayloja01.html,190.0,2.7,0.375,1.0,12.1,0.513,6.2,0.743,4.8,3.6,115.0,16.7,1
3672,Texas Tech University,6-4,Jeff Taylor,G,/players/t/tayloje01.html,175.0,3.8,0.366,1.4,9.6,0.509,4.9,0.779,3.4,2.6,115.0,12.4,1
3673,Vanderbilt University,6-7,Jeffery Taylor,F,/players/t/tayloje03.html,225.0,2.4,0.358,0.9,10.3,0.483,5.0,0.693,4.9,3.4,134.0,14.2,3
3674,University of Central Florida,6-4,Jermaine Taylor,G,/players/t/tayloje02.html,210.0,5.5,0.376,2.1,12.5,0.466,5.8,0.764,3.3,2.5,122.0,16.2,1
3675,"Indian Hills Community College, University of Tennessee at Chattanooga",6-9,Johnny Taylor,F,/players/t/taylojo01.html,220.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3676,University of California,6-8,Leonard Taylor,F,/players/t/taylole01.html,220.0,0.9,0.39,0.3,10.3,0.5379999999999999,5.5,0.7709999999999999,5.5,4.2,104.0,15.5,3
3677,University of Michigan,6-9,Maurice Taylor,F,/players/t/tayloma01.html,260.0,0.2,0.313,0.1,10.8,0.4970000000000001,5.4,0.642,3.2,2.1,98.0,12.9,3
3678,Iowa State University,6-2,Mike Taylor,G,/players/t/taylomi01.html,165.0,6.9,0.36,2.5,14.2,0.376,5.3,0.682,4.2,2.8,31.0,16.0,1
3679,University of Houston,6-2,Oliver Taylor,G-F,/players/t/taylool01.html,194.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
3680,University of Southern California,7-1,Ronald Taylor,C,/players/t/tayloro01.html,265.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
3681,University of Kansas,6-3,Tyshawn Taylor,G,/players/t/tayloty01.html,185.0,2.2,0.37,0.8,7.9,0.477,3.8,0.708,3.5,2.5,146.0,10.8,1
3682,Duke University,6-5,Vince Taylor,G-F,/players/t/taylovi01.html,180.0,3.1,0.355,1.2,9.5,0.503,4.8,0.645,4.0,2.6,120.0,12.1,1
3683,Baylor University,6-5,Terry Teagle,F-G,/players/t/teaglte01.html,195.0,2.4,0.36,0.9,14.8,0.5379999999999999,8.0,0.755,5.3,4.0,110.0,19.9,0
3684,Wake Forest University,6-2,Jeff Teague,G,/players/t/teaguje01.html,186.0,3.0,0.421,1.3,11.2,0.462,5.2,0.812,5.9,4.8,61.0,16.4,0
3685,University of Kentucky,6-2,Marquis Teague,G,/players/t/teaguma01.html,189.0,2.0,0.325,0.7,8.8,0.412,3.6,0.7140000000000001,3.0,2.1,40.0,10.0,1
3686,Louisiana State University,6-8,Collis Temple,F,/players/t/templco01.html,220.0,4.0,0.3720000000000001,1.5,7.5,0.438,3.3,0.7659999999999999,2.7,2.1,115.0,10.1,1
3687,Louisiana State University,6-6,Garrett Temple,G,/players/t/templga01.html,195.0,3.0,0.278,0.8,5.9,0.371,2.2,0.7829999999999999,1.9,1.5,134.0,6.7,1
3688,Southern Methodist University,6-8,Ira Terrell,F-C,/players/t/terreir01.html,200.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
3689,Winston-Salem State University,6-5,Carlos Terry,G-F,/players/t/terryca01.html,210.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
3690,"California State University, Long Beach",6-6,Chuck Terry,F,/players/t/terrych01.html,215.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3691,Stanford University,6-4,Claude Terry,G-F,/players/t/terrycl01.html,195.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
3692,University of Arizona,6-2,Jason Terry,G,/players/t/terryja01.html,185.0,4.0,0.374,1.5,8.6,0.443,3.8,0.784,2.9,2.3,129.0,11.3,1
3693,University of Connecticut,7-3,Hasheem Thabeet,C,/players/t/thabeha01.html,263.0,0.0,0.25,0.0,5.9,0.611,3.6,0.625,5.0,3.1,100.0,10.3,2
3694,University of Cincinnati,6-2,Tom Thacker,G-F,/players/t/thackto01.html,170.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
3695,Kentucky State University,6-1,Floyd Theard,G,/players/t/thearfl01.html,170.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3696,"University of Nevada, Las Vegas",6-7,Reggie Theus,G,/players/t/theusre01.html,190.0,3.8,0.366,1.4,10.0,0.469,4.7,0.81,4.4,3.5,91.0,12.9,1
3697,Saint Mary's College of California,6-7,Peter Thibeaux,F,/players/t/thibepe01.html,210.0,0.9,0.333,0.3,10.1,0.563,5.7,0.727,3.7,2.7,106.0,14.1,3
3698,Hofstra University,6-7,Bill Thieben,F-C,/players/t/thiebbi01.html,215.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
3699,Weber State University,6-1,Justus Thigpen,G,/players/t/thigpju01.html,160.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3700,Bradley University,6-7,David Thirdkill,F-G,/players/t/thirdda01.html,195.0,2.4,0.36,0.9,10.4,0.499,5.2,0.667,4.5,3.0,94.0,13.4,3
3701,"University of North Carolina, University of Memphis",6-7,Adonis Thomas,F,/players/t/thomaad01.html,200.0,2.3,0.325,0.7,9.5,0.426,4.1,0.745,2.5,1.9,55.0,10.7,1
3702,University of Kansas,6-4,Billy Thomas,G,/players/t/thomabi01.html,208.0,5.0,0.389,2.0,7.0,0.4270000000000001,3.0,0.722,0.7,0.5,137.0,8.4,1
3703,Eastern Michigan University,6-4,Carl Thomas,G,/players/t/thomaca01.html,175.0,3.9,0.418,1.6,7.7,0.475,3.7,0.753,2.0,1.5,113.0,10.4,1
3704,Eastern Michigan University,6-3,Charles Thomas,G,/players/t/thomach01.html,175.0,2.9,0.361,1.1,5.1,0.447,2.3,0.742,1.1,0.8,109.0,6.5,2
3705,Syracuse University,6-9,Etan Thomas,F,/players/t/thomaet01.html,256.0,0.0,0.333,0.0,6.8,0.6,4.1,0.598,4.8,2.9,122.0,11.0,3
3706,"University of Kentucky, Florida State University",6-8,Irving Thomas,F,/players/t/thomair01.html,225.0,0.1,0.0,0.0,6.7,0.493,3.3,0.6679999999999999,2.9,1.9,109.0,8.6,2
3707,University of Washington,5-9,Isaiah Thomas,G,/players/t/thomais02.html,185.0,4.8,0.325,1.6,12.4,0.426,5.3,0.713,6.0,4.3,105.0,16.4,1
3708,Indiana University,6-1,Isiah Thomas,G,/players/t/thomais01.html,180.0,3.8,0.366,1.4,10.9,0.534,5.8,0.7559999999999999,5.0,3.7,63.0,15.4,1
3709,Providence College,6-6,Jamel Thomas,F,/players/t/thomaja01.html,215.0,4.7,0.342,1.6,13.3,0.413,5.5,0.736,4.5,3.3,124.0,15.9,1
3710,University of Texas at Austin,6-8,James Thomas,F,/players/t/thomaja02.html,235.0,0.0,0.333,0.0,6.0,0.508,3.0,0.603,4.2,2.5,134.0,8.6,2
3711,Indiana University,6-3,Jim Thomas,G,/players/t/thomaji01.html,190.0,3.8,0.366,1.4,5.1,0.512,2.6,0.773,1.9,1.4,113.0,6.6,1
3712,Marquette University,6-6,Joe Thomas,F,/players/t/thomajo01.html,205.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3713,University of Minnesota,6-9,John Thomas,F,/players/t/thomajo02.html,265.0,0.0,0.0,0.0,5.7,0.496,2.8,0.536,2.8,1.5,124.0,7.1,2
3714,University of New Mexico,6-7,Kenny Thomas,F,/players/t/thomake01.html,261.0,1.5,0.353,0.5,10.1,0.537,5.4,0.74,5.9,4.3,123.0,15.7,3
3715,Texas Christian University,6-9,Kurt Thomas,F,/players/t/thomaku01.html,230.0,0.7,0.25,0.2,12.7,0.524,6.6,0.682,5.7,3.9,87.0,17.4,3
3716,Duke University,6-8,Lance Thomas,F,/players/t/thomala01.html,235.0,0.0,0.333,0.0,3.2,0.525,1.7,0.6,2.1,1.3,140.0,4.6,2
3717,"Pepperdine University, San Diego State University",6-9,Malcolm Thomas,F,/players/t/thomama01.html,225.0,0.2,0.235,0.0,8.2,0.53,4.3,0.58,5.0,2.9,103.0,11.6,3
3718,University of Louisville,6-6,Ronald Thomas,F,/players/t/thomaro01.html,215.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3719,University of Detroit Mercy,6-8,Terry Thomas,F,/players/t/thomate01.html,220.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3720,Villanova University,6-10,Tim Thomas,F,/players/t/thomati01.html,230.0,4.4,0.336,1.5,13.0,0.45,5.8,0.7959999999999999,4.8,3.8,32.0,16.9,0
3721,Louisiana State University,6-9,Tyrus Thomas,F,/players/t/thomaty01.html,215.0,0.0,1.0,0.0,7.8,0.608,4.8,0.657,4.3,2.8,32.0,12.3,3
3722,University of Georgia,6-10,Trey Thompkins,F,/players/t/thomptr02.html,245.0,2.5,0.35700000000000004,0.9,12.8,0.469,6.0,0.7290000000000001,3.8,2.8,89.0,15.7,3
3723,"California State University, Fresno",6-6,Bernard Thompson,F-G,/players/t/thompbe01.html,210.0,0.0,0.36,0.0,7.7,0.5770000000000001,4.4,0.754,4.1,3.1,121.0,12.0,3
3724,University of Louisville,6-7,Billy Thompson,F,/players/t/thompbi01.html,195.0,0.9,0.333,0.3,8.6,0.528,4.6,0.7190000000000001,3.7,2.7,143.0,11.8,3
3725,"Texas A&M University, Oklahoma State University",6-4,Brooks Thompson,G,/players/t/thompbr01.html,193.0,5.5,0.4,2.2,10.4,0.441,4.6,0.753,3.0,2.3,123.0,13.6,1
3726,University of Connecticut,6-8,Corny Thompson,F,/players/t/thompco01.html,225.0,0.9,0.333,0.3,11.7,0.494,5.8,0.7809999999999999,5.6,4.4,114.0,15.9,3
3727,North Carolina State University,6-4,David Thompson,G-F,/players/t/thompda01.html,195.0,3.1,0.355,1.2,19.7,0.5529999999999999,10.9,0.763,6.6,5.0,86.0,26.8,0
3728,"University of California, Los Angeles",6-7,Dijon Thompson,G-F,/players/t/thompdi01.html,195.0,3.1,0.362,1.1,10.0,0.464,4.6,0.7809999999999999,2.7,2.1,117.0,12.5,1
3729,Marquette University,6-2,George Thompson,G,/players/t/thompge01.html,200.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3730,Georgetown University,6-8,Hollis Thompson,G-F,/players/t/thompho01.html,206.0,2.9,0.44,1.3,6.5,0.478,3.1,0.6759999999999999,1.7,1.2,99.0,8.7,2
3731,University of South Carolina,6-1,Jack Thompson,G,/players/t/thompja01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3732,Rider University,6-11,Jason Thompson,F-C,/players/t/thompja02.html,250.0,0.8,0.29100000000000004,0.2,11.8,0.526,6.2,0.667,6.0,4.0,122.0,16.7,3
3733,Providence College,6-10,John Thompson,F,/players/t/thompjo01.html,225.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3734,North Carolina State University,6-11,Kevin Thompson,C-F,/players/t/thompke01.html,260.0,0.1,0.14300000000000002,0.0,7.6,0.588,4.5,0.563,2.8,1.6,118.0,10.6,2
3735,Washington State University,6-7,Klay Thompson,G-F,/players/t/thompkl01.html,215.0,6.3,0.39,2.5,14.4,0.424,6.1,0.8270000000000001,3.9,3.2,98.0,17.9,1
3736,University of Texas at Austin,6-10,LaSalle Thompson,C-F,/players/t/thompla01.html,245.0,0.1,0.222,0.0,12.1,0.5529999999999999,6.7,0.713,4.8,3.4,87.0,16.8,3
3737,University of Minnesota,6-10,Mychal Thompson,C-F,/players/t/thompmy01.html,226.0,0.1,0.222,0.0,15.1,0.5670000000000001,8.6,0.6920000000000001,5.2,3.6,96.0,20.8,0
3738,Pepperdine University,6-6,Mychel Thompson,G,/players/t/thompmy02.html,211.0,4.6,0.326,1.5,10.7,0.35700000000000004,3.8,0.76,2.5,1.9,128.0,11.0,1
3739,Tulane University,6-6,Paul Thompson,G-F,/players/t/thomppa01.html,210.0,3.1,0.355,1.2,14.1,0.477,6.7,0.7759999999999999,3.9,3.1,112.0,16.5,1
3740,Syracuse University,6-4,Stephen Thompson,G,/players/t/thompst01.html,185.0,0.6,0.302,0.2,9.9,0.56,5.6,0.527,4.3,2.3,144.0,13.6,3
3741,University of Texas at Austin,6-9,Tristan Thompson,F-C,/players/t/thomptr01.html,238.0,0.0,0.28800000000000003,0.0,8.8,0.546,4.8,0.487,7.3,3.5,36.0,13.1,3
3742,University of Illinois at Urbana-Champaign,6-10,Skip Thoren,C,/players/t/thoresk01.html,230.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
3743,West Virginia University,6-4,Rod Thorn,G,/players/t/thornro01.html,195.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3744,Florida State University,6-8,Al Thornton,F,/players/t/thornal01.html,220.0,1.2,0.438,0.5,8.3,0.528,4.4,0.701,4.2,3.0,124.0,12.3,3
3745,"University of California, Irvine",6-10,Bob Thornton,F-C,/players/t/thornbo01.html,225.0,0.1,0.28800000000000003,0.0,6.4,0.593,3.8,0.618,3.3,2.0,85.0,9.6,2
3746,Kentucky Wesleyan College,6-4,Dallas Thornton,G,/players/t/thornda01.html,190.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3747,Louisiana State University,6-4,Marcus Thornton,G,/players/t/thornma01.html,205.0,6.7,0.382,2.5,15.6,0.455,7.1,0.7709999999999999,4.8,3.7,66.0,20.4,0
3748,University of South Carolina,6-5,Sindarius Thornwell,G,/players/t/thornsi01.html,212.0,4.0,0.339,1.4,11.5,0.392,4.5,0.7709999999999999,5.6,4.3,132.0,14.7,1
3749,Providence College,6-9,Otis Thorpe,F-C,/players/t/thorpot01.html,225.0,0.1,0.28800000000000003,0.0,9.6,0.575,5.5,0.653,5.1,3.3,113.0,14.4,3
3750,West Virginia University Institute of Technology,6-2,Sedale Threatt,G,/players/t/threase01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3751,Bowling Green State University,6-11,Nate Thurmond,C-F,/players/t/thurmna01.html,225.0,0.1,0.222,0.0,16.5,0.431,7.1,0.633,5.8,3.7,76.0,17.8,0
3752,Canisius College,6-0,Mel Thurston,G,/players/t/thursme01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3753,Washington & Jefferson College,6-1,Hal Tidrick,F-G,/players/t/tidriha01.html,190.0,2.4,0.36,0.9,11.6,0.496,5.8,0.7304999999999999,4.15,3.0,108.0,15.1,1
3754,Thomas More College,6-0,Dan Tieman,G,/players/t/tiemada01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3755,Cleveland State University,6-11,Darren Tillis,C-F,/players/t/tillida01.html,215.0,0.1,0.222,0.0,11.1,0.544,6.0,0.596,2.5,1.5,105.0,13.6,3
3756,University of Kentucky,6-4,Jack Tingle,F,/players/t/tinglja01.html,205.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3757,Kentucky Wesleyan College,6-5,George Tinsley,F,/players/t/tinslge01.html,205.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3758,Iowa State University,6-3,Jamaal Tinsley,G,/players/t/tinslja01.html,195.0,2.3,0.327,0.8,10.8,0.388,4.2,0.685,4.9,3.4,68.0,12.5,1
3759,University of Oklahoma,6-9,Wayman Tisdale,F-C,/players/t/tisdawa01.html,240.0,0.1,0.28800000000000003,0.0,17.9,0.578,10.4,0.6609999999999999,7.4,4.9,104.0,25.6,0
3760,University of Virginia,7-0,Mike Tobey,C,/players/t/tobeymi01.html,260.0,0.1,0.316,0.0,5.4,0.531,2.9,0.7040000000000001,1.5,1.0,138.0,6.8,2
3761,University of Wyoming,6-5,Mike Todorovich,F-C,/players/t/todormi01.html,220.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
3762,Indiana University,6-9,Ray Tolbert,F,/players/t/tolbera01.html,225.0,0.9,0.333,0.3,8.8,0.529,4.7,0.6809999999999999,2.8,1.9,127.0,11.2,2
3763,"University of California, Irvine, University of Arizona",6-7,Tom Tolbert,F-C,/players/t/tolbeto01.html,235.0,0.3,0.45,0.1,8.9,0.526,4.7,0.767,4.3,3.3,76.0,12.8,3
3764,Creighton University,6-8,Anthony Tolliver,F-C,/players/t/tollian01.html,240.0,0.5,0.333,0.2,5.8,0.491,2.9,0.6709999999999999,3.3,2.2,124.0,8.1,2
3765,University of Arkansas,6-8,Dean Tolson,F,/players/t/tolsode01.html,190.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3766,University of Michigan,6-8,Rudy Tomjanovich,F,/players/t/tomjaru01.html,218.0,0.9,0.333,0.3,22.1,0.481,10.6,0.68,5.7,3.9,72.0,25.1,0
3767,University of Louisiana at Lafayette,6-3,Andrew Toney,G,/players/t/toneyan01.html,178.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3768,University of Dayton,6-2,Sedric Toney,G,/players/t/toneyse01.html,178.0,3.8,0.366,1.4,9.6,0.4920000000000001,4.7,0.726,3.8,2.7,59.0,12.2,1
3769,Marshall University,6-1,Andy Tonkovich,G,/players/t/tonkoan01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3770,Brigham Young University,6-6,Andy Toolson,G-F,/players/t/toolsan01.html,210.0,3.7,0.4370000000000001,1.6,8.3,0.487,4.0,0.7759999999999999,3.4,2.6,117.0,11.9,1
3771,University of the Pacific,6-6,Jack Toomay,C-F,/players/t/toomaja01.html,215.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
3772,Marquette University,6-9,Bernard Toone,F,/players/t/toonebe01.html,210.0,0.9,0.333,0.3,8.2,0.491,4.0,0.797,1.6,1.3,118.0,9.3,2
3773,Long Island University,6-2,Irv Torgoff,F,/players/t/torgoir01.html,192.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3774,University of Tennessee,6-8,Gene Tormohlen,C-F,/players/t/tormobu01.html,230.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
3775,Indiana University,6-1,Bill Tosheff,G,/players/t/toshebi01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3776,St. John's University,6-0,Bob Tough,G-F,/players/t/toughbo01.html,185.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
3777,North Carolina State University,5-7,Monte Towe,G,/players/t/towemo01.html,150.0,3.8,0.366,1.4,9.7,0.487,4.7,0.758,2.2,1.6,86.0,11.1,1
3778,University of Notre Dame,6-11,Keith Tower,C-F,/players/t/towerke01.html,250.0,0.0,0.0,0.0,4.0,0.434,1.8,0.573,1.5,0.9,117.0,4.4,2
3779,Western Kentucky University,6-4,Blackie Towery,F-C,/players/t/towerbl01.html,210.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
3780,James Madison University,6-7,Linton Townes,F-G,/players/t/towneli01.html,190.0,2.4,0.36,0.9,11.6,0.496,5.8,0.7304999999999999,4.15,3.0,108.0,15.1,1
3781,University of Kentucky,7-0,Karl-Anthony Towns,C-F,/players/t/townska01.html,244.0,0.2,0.25,0.1,6.6,0.5660000000000001,3.7,0.813,3.4,2.8,39.0,10.3,2
3782,"University of California, Los Angeles",6-3,Raymond Townsend,G,/players/t/townsra01.html,175.0,3.8,0.366,1.4,7.1,0.499,3.5,0.7829999999999999,1.2,0.9,101.0,8.0,1
3783,"California State University, Long Beach",6-8,George Trapp,F-C,/players/t/trappge01.html,205.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
3784,"University of Nevada, Las Vegas",6-7,John Trapp,F,/players/t/trappjo01.html,210.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3785,University of Michigan,6-8,Robert Traylor,F,/players/t/traylro01.html,284.0,0.0,0.0,0.0,9.6,0.5660000000000001,5.5,0.545,4.4,2.4,91.0,13.3,2
3786,Ohio University,6-8,Gary Trent,F,/players/t/trentga01.html,250.0,0.7,0.246,0.2,14.9,0.573,8.6,0.687,7.8,5.4,93.0,22.7,0
3787,University of Southern California,6-4,Jeff Trepagnier,G,/players/t/trepaje01.html,200.0,1.9,0.298,0.6,8.6,0.471,4.1,0.659,2.9,1.9,106.0,10.6,2
3788,Seattle University,6-7,John Tresvant,F-C,/players/t/tresvjo01.html,215.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
3789,DePaul University,6-0,Dick Triptow,G-F,/players/t/triptdi01.html,170.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
3790,University of Notre Dame,6-6,Kelly Tripucka,F-G,/players/t/tripuke01.html,220.0,2.4,0.36,0.9,10.3,0.5479999999999999,5.6,0.7979999999999999,5.2,4.1,112.0,15.3,3
3791,University of California,6-9,Ansley Truitt,C,/players/t/truitan01.html,215.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
3792,"University of California, Santa Barbara",6-6,John Tschogl,F,/players/t/tschojo01.html,206.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3793,University of Kentucky,6-5,Lou Tsioropoulos,F,/players/t/tsiorlo01.html,190.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3794,Oklahoma Baptist University,6-8,Al Tucker,F,/players/t/tuckeal01.html,190.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3795,University of Wisconsin,6-6,Alando Tucker,F,/players/t/tuckeal02.html,205.0,2.5,0.307,0.8,12.4,0.48,6.0,0.636,6.1,3.9,134.0,16.5,3
3796,"Georgetown University, Wake Forest University",6-8,Anthony Tucker,F,/players/t/tuckean01.html,220.0,0.3,0.25,0.1,8.8,0.486,4.3,0.655,2.8,1.8,113.0,10.5,2
3797,Duquesne University,6-7,Jim Tucker,F,/players/t/tuckeji01.html,185.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3798,University of Texas at Austin,6-6,P.J. Tucker,F,/players/t/tuckepj01.html,245.0,0.0,0.5,0.0,9.6,0.526,5.0,0.711,4.7,3.3,87.0,13.4,3
3799,University of Minnesota,6-5,Trent Tucker,G,/players/t/tucketr01.html,193.0,3.8,0.366,1.4,11.0,0.499,5.5,0.772,2.1,1.6,115.0,12.6,1
3800,Gonzaga University,6-10,Ronny Turiaf,F,/players/t/turiaro01.html,249.0,0.1,0.222,0.0,8.2,0.518,4.2,0.715,7.1,5.1,127.0,13.6,3
3801,University of Memphis,5-11,Andre Turner,G,/players/t/turnean01.html,160.0,3.8,0.366,1.4,9.1,0.487,4.4,0.757,2.7,2.1,132.0,10.9,1
3802,University of Akron,6-7,Bill Turner,F,/players/t/turnebi01.html,220.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3803,University of Mississippi,6-5,Elston Turner,G-F,/players/t/turneel01.html,190.0,3.1,0.355,1.2,13.2,0.504,6.7,0.7090000000000001,3.7,2.6,113.0,16.0,1
3804,Ohio State University,6-7,Evan Turner,G,/players/t/turneev01.html,220.0,1.5,0.362,0.5,10.6,0.502,5.3,0.758,5.0,3.8,101.0,15.0,3
3805,"California State University, Fullerton",6-7,Henry Turner,G-F,/players/t/turnehe02.html,200.0,1.2,0.373,0.4,9.6,0.467,4.5,0.6729999999999999,3.6,2.4,114.0,11.7,3
3806,University of Nebraska,6-2,Herschell Turner,G,/players/t/turnehe01.html,195.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3807,Western Kentucky University,6-4,Jack Turner,F-G,/players/t/turneja01.html,170.0,2.4,0.36,0.9,11.6,0.496,5.8,0.7304999999999999,4.15,3.0,108.0,15.1,1
3808,University of Louisville,6-5,Jack Turner,G-F,/players/t/turneja02.html,200.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
3809,Vanderbilt University,6-9,Jeff Turner,F-C,/players/t/turneje01.html,230.0,0.1,0.28800000000000003,0.0,8.8,0.506,4.4,0.772,2.6,2.0,117.0,10.9,2
3810,"Georgetown University, Phillips University",6-8,John Turner,F,/players/t/turnejo01.html,245.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
3811,University of Texas at Austin,6-11,Myles Turner,C-F,/players/t/turnemy01.html,243.0,1.8,0.274,0.5,7.6,0.455,3.4,0.8390000000000001,3.3,2.8,34.0,10.1,3
3812,University of Kentucky,6-2,Wayne Turner,G,/players/t/turnewa01.html,190.0,0.8,0.319,0.3,6.2,0.488,3.0,0.629,2.3,1.5,151.0,7.7,2
3813,University of Kentucky,6-11,Melvin Turpin,C,/players/t/turpime01.html,240.0,0.0,0.25,0.0,8.6,0.591,5.1,0.696,3.0,2.1,123.0,12.3,3
3814,Old Dominion University,6-1,Dave Twardzik,G,/players/t/twardda01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
3815,University of Cincinnati,6-6,Jack Twyman,F-G,/players/t/twymaja01.html,210.0,2.4,0.36,0.9,16.4,0.421,6.9,0.698,5.6,3.9,90.0,17.8,0
3816,"DePaul University, University of Texas at Austin",6-1,B.J. Tyler,G,/players/t/tylerbj01.html,185.0,6.5,0.361,2.4,13.0,0.435,5.7,0.741,4.1,3.0,93.0,16.7,1
3817,University of Detroit Mercy,6-7,Terry Tyler,F-G,/players/t/tylerte01.html,215.0,2.4,0.36,0.9,11.6,0.496,5.8,0.7304999999999999,4.15,3.0,108.0,15.1,1
